-0.000000000000000000e+00,0.000000000000000000e+00
-2.300763148039633443e-03,3.291695771665649646e-03
2.219369417915640036e-04,8.029061742207695140e-03
-1.095715582259256362e-03,1.199826472503432925e-02
1.038821624579588758e-02,1.225337982337292020e-02
1.204875064067623125e-02,1.606383861078270608e-02
-3.033528974964798310e-03,2.390467523633995131e-02
-2.134970638426402054e-04,2.811163909693082524e-02
2.404508436330572707e-02,2.130904346568731483e-02
2.395213019516949718e-02,2.706891206821082294e-02
2.296904236388870937e-02,3.294389631697747928e-02
1.036639344031779070e-02,4.294321032650640080e-02
7.338208217797217471e-03,4.763080814913384781e-02
1.767803056428675357e-02,4.912483814802807297e-02
1.126268351543556305e-02,5.508530924738984369e-02
-2.740074826244307676e-03,6.017861510683678028e-02
3.370456237802683247e-02,5.470802625529330027e-02
3.955508816095804070e-02,5.564719348062485693e-02
5.394870733653889944e-02,4.811713979953498310e-02
4.963556580768953980e-02,5.795513213715808298e-02
7.534285374797346224e-02,2.783816150077058488e-02
5.436946809182151286e-02,6.447285818717544970e-02
8.558933304277677179e-02,-2.192696453494555331e-02
1.983589454379061992e-02,9.021450957200723153e-02
-1.872989937960056750e-02,9.454820785387423043e-02
8.338165477338492504e-02,5.592836686435408156e-02
8.370019953370207155e-02,-6.242857157444581945e-02
8.737500972612118055e-02,6.421434846158718956e-02
6.054987774575138620e-02,9.475584227039675345e-02
5.520716261801771052e-02,1.025498246985848683e-01
1.079831836101506209e-01,5.343713093287648375e-02
1.239819489840800482e-01,1.132370655488590568e-02
1.058329007298781793e-01,7.290582809677428888e-02
1.040563561971858120e-01,8.207623023700989784e-02
1.363474688579145444e-01,7.363986882461842631e-03
1.360588241922753294e-01,3.529507334210400110e-02
1.439308466076301973e-01,-1.366748176866932132e-02
1.347955472893213880e-01,6.253358664404788658e-02
1.441593891158721996e-01,5.008011048388655989e-02
3.254823325886086610e-02,1.532072938898245695e-01
1.046091379473183813e-01,1.219137549435868051e-01
1.642210626563142262e-01,-1.199618722760769848e-02
1.452806131063175965e-01,8.570121042959309710e-02
1.447735397199889917e-01,-9.414203014859462426e-02
1.287094729855950692e-01,-1.210750774580254263e-01
1.765896366191588296e-01,-3.842998536020309636e-02
1.563097095231079092e-01,-9.846703259204211967e-02
8.091686822375851462e-02,-1.705312817121286406e-01
1.908083038325426029e-01,2.743869794916614299e-02
1.675260477644496537e-01,-1.032482695851554833e-01
1.598460897595176400e-01,-1.215366524141550109e-01
1.946780936612261814e-01,-6.365042123703669452e-02
2.013541964073633506e-01,-5.539573442399615966e-02
1.682115497708482621e-01,-1.304246732760300231e-01
1.082407414173578025e-01,-1.879240308990959007e-01
1.810638444553827331e-01,-1.265125285641217345e-01
9.982432936059354445e-02,-2.015314680770691202e-01
1.642067994316142865e-01,-1.594945379227452054e-01
1.675546885633355798e-01,-1.618104314950509492e-01
1.270009040346621876e-01,-2.000375617532597350e-01
1.456919715864334053e-01,-1.919307923053031606e-01
1.284036579237894660e-01,-2.086328394035321110e-01
2.349707856793127048e-01,-8.238768047090085089e-02
1.788573117310770511e-01,-1.789557447276656499e-01
2.255806382036228408e-01,-1.231942622736660747e-01
2.541853471632345429e-01,-5.944637482682358504e-02
2.160783707606106496e-01,-1.535156963611772341e-01
4.464148219438077159e-02,-2.653473122132780082e-01
2.376536697130584019e-01,-1.345368928546245846e-01
5.551011306624021452e-02,-2.714916414816572199e-01
-1.430169880876192012e-01,-2.420271151949337785e-01
-5.545065325645660848e-02,-2.796969168459061961e-01
4.204549553183511978e-02,-2.860834335606078915e-01
-1.080890338869762018e-01,-2.725197008706495838e-01
7.826357944519879428e-02,-2.866983924663867866e-01
1.804781114115433516e-02,-3.006636321020032532e-01
-9.075406627301295381e-02,-2.914163468309087790e-01
-2.162474877349454538e-01,-2.210531925295811939e-01
2.852848598418791098e-02,-3.119512382484082580e-01
-3.180638228056165140e-02,-3.156707474977540895e-01
-1.806455650970442139e-01,-2.656902733576704256e-01
2.510688775706324330e-02,-3.243308774138341510e-01
-1.714979968291241996e-01,-2.811375122524087944e-01
-1.195217374519661757e-01,-3.111682268284703401e-01
3.245258463422961981e-02,-3.357848206889911258e-01
8.817300259445320920e-02,-3.297815946285663768e-01
7.666209262015682979e-02,-3.367659753141861168e-01
-1.900969776519856325e-01,-2.931583449911756012e-01
-1.789532862496442667e-01,-3.047571699094852038e-01
-1.478455604119542077e-01,-3.254192591133713841e-01
-2.916888421274735910e-01,-2.134494636269244350e-01
2.307321259860642682e-01,-2.834167389822621619e-01
-3.445595057921591042e-01,-1.333891830808845713e-01
-6.016752392248063408e-02,-3.686158150450512538e-01
-3.689680034513806994e-01,-7.985263208681270264e-02
-2.695442456666556907e-01,-2.700149402905641094e-01
-1.897270940907426484e-01,-3.356283563620218735e-01
1.273874172759623981e-02,-3.893498957288766826e-01
-3.777304504430373799e-01,-1.105460728190851699e-01
-3.378894054757806131e-01,-2.095443752091950829e-01
-1.786155043134679266e-01,-3.597001845768683093e-01
-3.945039693902656075e-01,-9.431978846744890066e-02
-3.957537977329488865e-01,-1.057481757801694705e-01
-3.254056739760242678e-01,-2.553845937581072922e-01
-1.275619718640475242e-01,-3.977143982144371037e-01
-3.901124545356684514e-01,-1.600999231774858089e-01
-2.604465101397465676e-01,-3.367350573639546485e-01
-4.286322441011929940e-01,3.054032219027016590e-02
-4.063160431445241860e-01,-1.517671606479868707e-01
-4.374096375766330924e-01,-1.728439967574129169e-02
-4.407270386900548620e-01,-3.029554386535898008e-02
-3.782195475030770138e-01,2.359503658292026740e-01
-4.157354835064729914e-01,-1.717070912455368470e-01
-4.467051590583064891e-01,-8.001744826778314779e-02
-3.702184766451916964e-01,-2.693469917737549846e-01
-2.307819187670361594e-01,4.000533929514399900e-01
-4.544286082327106957e-01,1.025836128256622654e-01
-2.908876253579318338e-01,-3.690137543743731152e-01
